id,slug,name,category,tagline,tags,neighborhood,address,city,country,lat,lng,maps_url,website,phone,url,logo_url,hero_url,image_credit,image_source_url,hours_raw,description,about_short,about_long,price_range,pricing,amenities,cuisines,meals,rating_overall,sub_food_quality,sub_service,sub_ambience,sub_value,sub_accessibility,review_count,review_source,review_insight,last_updated,specialties,services,doctors,insurance_accepted,appointment_url,emergency_hours,accreditation,languages,whatsapp,booking_url,whatsapp_url,patient_portal_url,telemedicine,emergency,pharmacy,lab_services,radiology,wheelchair_access,parking,female_doctors
ChIJLYvqkg8Ajj4RH2eusbwpVwo,the-pure-spa-barber-shop,The Pure Spa Barber Shop,Clinics,,clinic;healthcare;doctor,,"H9X5+6Q8, Muscat, Oman",Muscat,Oman,23.598030,58.359468,https://www.google.com/maps/place/?q=place_id:ChIJLYvqkg8Ajj4RH2eusbwpVwo,https://www.google.com/maps/place/?q=place_id:ChIJLYvqkg8Ajj4RH2eusbwpVwo,,https://www.google.com/maps/place/?q=place_id:ChIJLYvqkg8Ajj4RH2eusbwpVwo,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqN1Z-zTTmrN__ZUChnZaUOSNmMnou72g-ADG-UfpIVoQBUXas02EFcx9b5YZIb19HDSSsXhhapc0wDI8tCt-GWZQ95TC3UEd7mJZJLsarmIghIlyI5szP_EsYpnncTJGOgyxsp=w900-h900-p-k-no,,,,,★★★★★ · Doctor,★★★★★ · Doctor,,,,,,4.50,,,,,,2,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,
ChIJpRKb5an_kT4RnnIk4TTCQfM,the-klinik,The klinik,Clinics,,clinic;healthcare;doctor,,"Al sarooj, Muscat 142, Oman",Muscat,Oman,23.607966,58.453285,https://www.google.com/maps/place/?q=place_id:ChIJpRKb5an_kT4RnnIk4TTCQfM,https://www.google.com/maps/place/?q=place_id:ChIJpRKb5an_kT4RnnIk4TTCQfM,+968 9619 1922,https://www.google.com/maps/place/?q=place_id:ChIJpRKb5an_kT4RnnIk4TTCQfM,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://lh3.googleusercontent.com/p/AF1QipPx20TMKyUCGDIl73vc1Xb3xEN46rcScfta5oEF=w900-h900-p-k-no,,,,,★★★★★ · Dermatologist,★★★★★ · Dermatologist,,,,,,4.60,,,,,,12,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,
ChIJuRZUHk_7kT4R1L5ubB4iPcg,um-thuraiya-dental-clinic,Um Thuraiya Dental Clinic عيادة أم ثريا للأسنان,Clinics,,clinic;healthcare;doctor,,"FFCH+QMV, Al Amarat, Oman",Muscat,Oman,23.471997,58.479160,https://www.google.com/maps/place/?q=place_id:ChIJuRZUHk_7kT4R1L5ubB4iPcg,https://www.google.com/maps/place/?q=place_id:ChIJuRZUHk_7kT4R1L5ubB4iPcg,+968 9260 0150,https://www.google.com/maps/place/?q=place_id:ChIJuRZUHk_7kT4R1L5ubB4iPcg,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npTUYe7ERNePVsn-2iSkzmJ8rYyf_4TX3y5om2-j1uHxDAMFuqCB3nNXx5oWtRgdVEaNZEKXhXBKoUsFX9CnXDKocH2FFnHcvBFPqc_rH2OOZ-ZiURQKdw9WStrQO4uLVhtvw6F=w900-h900-p-k-no,,,,,★★★★★ · Doctor,★★★★★ · Doctor,,,,,,5.00,,,,,,6,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,
ChIJCxJ1jWUBjj4Rj6sMe-OHLJw,united-clinics,United Clinics العيادات المتحدة,Clinics,,clinic;healthcare;doctor,,"Azaiba 18th November Street, Building no. 2803, Way no. 4845, مسقط، Oman",Muscat,Oman,23.601915,58.364051,https://www.google.com/maps/place/?q=place_id:ChIJCxJ1jWUBjj4Rj6sMe-OHLJw,https://www.instagram.com/united_clinics?igsh=dHd1NW1zeWIzdmhr,+968 24 618181,https://www.instagram.com/united_clinics?igsh=dHd1NW1zeWIzdmhr,https://www.google.com/s2/favicons?domain=www.instagram.com&sz=128,https://www.omanobserver.om/omanobserver/uploads/images/2025/03/18/2958649.jpg,,,,,,,,,,,,4.70,,,,,,93,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,
ChIJ2RFmGLWW56kRQIr0-RvWo8E,vital-platinum-clinic-joint-spine,"Vital Platinum Clinic (joint,spine)عيادة العلاج الطبيعى",Clinics,,clinic;healthcare;doctor,,"Bulding 70, St 257, Bousher, مسقط، Oman",Muscat,Oman,23.566737,58.413204,https://www.google.com/maps/place/?q=place_id:ChIJ2RFmGLWW56kRQIr0-RvWo8E,https://www.instagram.com/vitalcenter.oman?igsh=MWJvbTN6Zm1qdmhxNQ==,+968 9380 0024,https://www.instagram.com/vitalcenter.oman?igsh=MWJvbTN6Zm1qdmhxNQ==,https://www.google.com/s2/favicons?domain=www.instagram.com&sz=128,https://www.omanobserver.om/omanobserver/uploads/images/2025/04/02/2969730.jpeg,,,,,,,,,,,,5.00,,,,,,20,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,
ChIJqyODAAz_kT4RJXFFgOt5rrw,wassan-specialty-dental-center-i-best-dental-clinic-in-muscat-oman-i-invisalign-orthodontic-implants-cosmetic-dentistry,"Wassan Specialty Dental Center I Best Dental Clinic in Muscat, Oman I Invisalign, Orthodontic, Implants, Cosmetic Dentistry",Clinics,,clinic;healthcare;doctor,,"Al Khuwayr South, Muscat 133, Oman",Muscat,Oman,23.595242,58.422806,https://www.google.com/maps/place/?q=place_id:ChIJqyODAAz_kT4RJXFFgOt5rrw,https://www.wassandental.com/,+968 9234 7436,https://www.wassandental.com/,https://www.google.com/s2/favicons?domain=www.wassandental.com&sz=128,https://www.wassandental.com/wp-content/themes/wassan/assets/images/wassan-new-logo_white.png,,,,,"Wassan Dental Specialty Center is the #1 Dental Clinic in Muscat, Oman, specialized in Orthodontics & Invisalign Treatment in Muscat, Oman.","Wassan Dental Specialty Center is the #1 Dental Clinic in Muscat, Oman, specialized in Orthodontics & Invisalign Treatment in Muscat, Oman. Ranked #1 in Oman for Orthodontics , Wassan Dental is an award-winning, multi-specialty dental practice known for setting benchmarks in quality care since 2002. We’ve earned the MOH Best Dental Clinic Award and have been recognized multiple times as Oman’s Most Trusted Dental Brand . Established in 2003, Wassan Dental began as a modest clinic with just 2 treatment units for general dentistry. In 2010, we expanded to our current facility at Al...",,,lab;radiology;specialties: Cosmetic;Dental;Dentistry;Ent;Lab;Orthodontics;Pathology;languages: Arabic;English,,,4.90,,,,,,1119,Google,,2025-10-04,Cosmetic;Dental;Dentistry;Ent;Lab;Orthodontics;Pathology,,,,,,Accredited,Arabic;English,,https://www.wassandental.com/contact-us/,,,,,,Yes,Yes,,,
ChIJD-yQ8ln4kT4RBfCYxgN4fVQ,wattayah-complex-for-gynecology-obstetrics-diseases,Wattayah Complex for Gynecology & Obstetrics Diseases,Clinics,,clinic;healthcare;doctor,,"JG67+HF5, Muscat, Oman",Muscat,Oman,23.611383,58.513731,https://www.google.com/maps/place/?q=place_id:ChIJD-yQ8ln4kT4RBfCYxgN4fVQ,https://www.google.com/maps/place/?q=place_id:ChIJD-yQ8ln4kT4RBfCYxgN4fVQ,+968 22 501926,https://www.google.com/maps/place/?q=place_id:ChIJD-yQ8ln4kT4RBfCYxgN4fVQ,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npIhl0BZQYTZkkKJGjsXMhmbNyTFwK1xJgWTCsS5wayHgPkMo0uQ1kR2MDsVm7G8aLv5wcUbXaHEoiuzT3MPevY1RlFNpDPjC2Q3nXNvIzMfOsH3kP-dGOB_s8T2d3kjA_LO4B-=w900-h900-p-k-no,,,,,★★★☆☆ · Obstetrician-gynecologist,★★★☆☆ · Obstetrician-gynecologist,,,,,,2.60,,,,,,18,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,
ChIJxbDlfT_9jT4RudbEBeZaCs4,zakariya-albahri,Zakariya albahri,Clinics,,clinic;healthcare;doctor,,"J65R+V7P, Seeb, Oman",Muscat,Oman,23.609702,58.240688,https://www.google.com/maps/place/?q=place_id:ChIJxbDlfT_9jT4RudbEBeZaCs4,https://www.google.com/maps/place/?q=place_id:ChIJxbDlfT_9jT4RudbEBeZaCs4,,https://www.google.com/maps/place/?q=place_id:ChIJxbDlfT_9jT4RudbEBeZaCs4,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zXf3OsXEz0KZkS7pw-UlTg&cb_client=search.gws-prod.gps&w=900&h=900&yaw=157.07932&pitch=0&thumbfov=100,,,,,Family practice physician,Family practice physician,,,,,,,,,,,,,,,2025-10-04,,,,,,,,,,,,,,,,,,,,
ChIJnxPHcSMBjj4Ru1lytL1PEek,,الجمعية,Clinics,,clinic;healthcare;doctor,,"H9J9+X9F, Muscat, Oman",Muscat,Oman,23.582541,58.368441,https://www.google.com/maps/place/?q=place_id:ChIJnxPHcSMBjj4Ru1lytL1PEek,https://www.google.com/maps/place/?q=place_id:ChIJnxPHcSMBjj4Ru1lytL1PEek,,https://www.google.com/maps/place/?q=place_id:ChIJnxPHcSMBjj4Ru1lytL1PEek,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=kbl0pKoRg2j_Q9h9dFX2_g&cb_client=search.gws-prod.gps&w=900&h=900&yaw=177.8264&pitch=0&thumbfov=100,,,,,Dermatologist,Dermatologist,,,,,,,,,,,,,,,2025-10-04,,,,,,,,,,,,,,,,,,,,
ChIJ9RNdhmLljT4R5cLnlNPEFhQ,,الدكتورة لبانة العويش طبيبة نساء وتوليد وعقم,Clinics,,clinic;healthcare;doctor,,"Alsalam streets mabela, Muscat 122, Oman",Muscat,Oman,23.652468,58.121392,https://www.google.com/maps/place/?q=place_id:ChIJ9RNdhmLljT4R5cLnlNPEFhQ,https://www.google.com/maps/place/?q=place_id:ChIJ9RNdhmLljT4R5cLnlNPEFhQ,,https://www.google.com/maps/place/?q=place_id:ChIJ9RNdhmLljT4R5cLnlNPEFhQ,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=UW78-30R5yV3bbzFcavhbA&cb_client=search.gws-prod.gps&w=900&h=900&yaw=18.900806&pitch=0&thumbfov=100,,,,,★★★★★ · Obstetrician-gynecologist,★★★★★ · Obstetrician-gynecologist,,,,,,5.00,,,,,,3,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,
ChIJPyUPyC7jjT4R9xQKw3exFHQ,swedish-center,المركز السويدي فرع الخوض Swedish Center,Clinics,,clinic;healthcare;doctor,,"43، Al Khoudh St, Muscat 115, Oman",Muscat,Oman,23.615350,58.182200,https://www.google.com/maps/place/?q=place_id:ChIJPyUPyC7jjT4R9xQKw3exFHQ,https://swedishcenteroman.com/,+968 7111 2296,https://swedishcenteroman.com/,https://www.google.com/s2/favicons?domain=swedishcenteroman.com&sz=128,https://www.omanobserver.om/omanobserver/uploads/images/2024/06/25/2701550.jpg,,,,,This domain has expired Please contact the provider.,This domain has expired Please contact the provider.,,,,,,3.70,,,,,,42,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,
ChIJMXTQw639jT4R8r3vm_Rz3Bg,,المركز الفيزيائي اليدوي,Clinics,,clinic;healthcare;doctor,,"بنايه الجيل الواعد، Al Mazoon St, Sib, Oman",Muscat,Oman,23.615175,58.202114,https://www.google.com/maps/place/?q=place_id:ChIJMXTQw639jT4R8r3vm_Rz3Bg,https://www.google.com/maps/place/?q=place_id:ChIJMXTQw639jT4R8r3vm_Rz3Bg,+968 9192 1601,https://www.google.com/maps/place/?q=place_id:ChIJMXTQw639jT4R8r3vm_Rz3Bg,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nptiJqGS5Wj7h3qiEqNngmEjtxkjPnl7aOVbsgwpIFxwGz3Svs8iQnwgXdzgXi29fJaSfY4aGAN-uabezbaZU9hy5ajBnRwg3tPYNT3HvuAJdDVLH62KEBu6qMrDhany82XIvqq=w900-h900-p-k-no,,,,,★★★★☆ · Doctor,★★★★☆ · Doctor,,,,,,4.40,,,,,,40,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,
ChIJn2TGX_39jT4R-niRsI9TsO0,,بيت جدي احمد,Clinics,,clinic;healthcare;doctor,,"Al Mawaleh South, Seeb, J63H+PM7، مسقط، Oman",Muscat,Oman,23.604277,58.229175,https://www.google.com/maps/place/?q=place_id:ChIJn2TGX_39jT4R-niRsI9TsO0,https://www.google.com/maps/place/?q=place_id:ChIJn2TGX_39jT4R-niRsI9TsO0,,https://www.google.com/maps/place/?q=place_id:ChIJn2TGX_39jT4R-niRsI9TsO0,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=twHXgqftFNpfkGaej_GJqg&cb_client=search.gws-prod.gps&w=900&h=900&yaw=60.766434&pitch=0&thumbfov=100,,,,,Family practice physician,Family practice physician,,,,,,,,,,,,,,,2025-10-04,,,,,,,,,,,,,,,,,,,,
ChIJg0gEJwDljT4RVa2K2i6kjoU,,دكتورة نبيلة الأمين الريح طبيبة أمراض النساء والتوليد والعقم,Clinics,,clinic;healthcare;doctor,,"Seeb, Oman",Muscat,Oman,23.646838,58.143402,https://www.google.com/maps/place/?q=place_id:ChIJg0gEJwDljT4RVa2K2i6kjoU,https://www.instagram.com/dr.nabiela_elamin,+968 9732 9911,https://www.instagram.com/dr.nabiela_elamin,https://www.google.com/s2/favicons?domain=www.instagram.com&sz=128,https://www.omanobserver.om/omanobserver/uploads/images/2025/03/18/2958649.jpg,,,,,,,,,,,,3.70,,,,,,6,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,
ChIJ6a3C58z_kT4Rg6mQ83foJSo,,طوارئ أمراض نسائية وتوليد,Clinics,,clinic;healthcare;doctor,,"Unnamed Road, مسقط،، H9GP+CVR, Ghala St, Muscat, Oman",Muscat,Oman,23.576110,58.387150,https://www.google.com/maps/place/?q=place_id:ChIJ6a3C58z_kT4Rg6mQ83foJSo,https://royalhospital.med.om/eng/index.php,+968 24 599000,https://royalhospital.med.om/eng/index.php,https://www.google.com/s2/favicons?domain=royalhospital.med.om&sz=128,https://royalhospital.med.om/uploads/cms/slider_web583854-slider-01.png,,,,,The Royal Hospital is a major teaching hospital for the MD course conducted by the Sultan Qaboos University. It also serves as the main training facility.,"The Royal Hospital is a major teaching hospital for the MD course conducted by the Sultan Qaboos University. It also serves as the main training facility. We represent as an important milestone of the blessed Omani Renaissance, which includes all areas of life in general, and in the field of medicine in particular.",,,telemedicine;24h/emergency;lab;radiology;wheelchair access;specialties: Diabetes;Ent;Gynecology;Imaging;Internal Medicine;Lab;Pathology;Pediatrics;Radiology,,,4.50,,,,,,2,Google,,2025-10-04,Diabetes;Ent;Gynecology;Imaging;Internal Medicine;Lab;Pathology;Pediatrics;Radiology,,,,,,Accredited,,,,,,Yes,Yes,,Yes,Yes,Yes,,
ChIJG-nJmG3_kT4RnZXBT6MxevU,arak-medical-clinics-bausher-branch,"عيادات آراك الطبية فرع بوشر Arak Medical Clinics, Bausher Branch",Clinics,,clinic;healthcare;doctor,,"شارع ٢٢، Muscat, Oman",Muscat,Oman,23.587706,58.411249,https://www.google.com/maps/place/?q=place_id:ChIJG-nJmG3_kT4RnZXBT6MxevU,https://www.instagram.com/arakmedicalclinics/,+968 9074 2244,https://www.instagram.com/arakmedicalclinics/,https://www.google.com/s2/favicons?domain=www.instagram.com&sz=128,https://www.omanobserver.om/omanobserver/uploads/images/2024/07/21/2723587.jpg,,,,,,,,,,,,4.20,,,,,,681,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,
ChIJGfQFEBv9jT4Rk6-9y4gnWaY,arak-medical-clinics-al-khoud-branch-vip,"عيادات اراك الطبيه فرع الخوض Arak Medical Clinics, Al-Khoud Branch, VIP",Clinics,,clinic;healthcare;doctor,,"Al-Khoud A'Tijiary St، Sib, Oman",Muscat,Oman,23.638957,58.202608,https://www.google.com/maps/place/?q=place_id:ChIJGfQFEBv9jT4Rk6-9y4gnWaY,http://bit.ly/3IWXkAz,+968 7179 0773,http://bit.ly/3IWXkAz,https://www.google.com/s2/favicons?domain=bit.ly&sz=128,https://www.omanobserver.om/omanobserver/uploads/images/2025/04/02/2969730.jpeg,,,,,,,,,,,,4.30,,,,,,558,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,
ChIJG5jcvNz9jT4R-wglK-xhTCc,diamond-medical-clinics,عيادات دايموند الطبيه الحيل DIAMOND MEDICAL CLINICS,Clinics,,clinic;healthcare;doctor,,"الخنجري للعطور، مكتبة المنار، Al Barakat St, Sib, Oman",Muscat,Oman,23.626429,58.212124,https://www.google.com/maps/place/?q=place_id:ChIJG5jcvNz9jT4R-wglK-xhTCc,https://www.google.com/maps/place/?q=place_id:ChIJG5jcvNz9jT4R-wglK-xhTCc,+968 7744 4767,https://www.google.com/maps/place/?q=place_id:ChIJG5jcvNz9jT4R-wglK-xhTCc,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nozigIibwgWoL9uFxiuUQQv8Zd8YHEuHU5u7MvluyBvrKPPRh8CBUm5nmmkj-ovPj99MN7-DH-b_XCnLw9OPVrvLUKQ8q24z161kiZzrgvcpxL-C4eEW7qss7AjWH1yP-ZfHriu=w900-h900-p-k-no,,,,,★★★★☆ · Plastic surgery clinic,★★★★☆ · Plastic surgery clinic,,,,,,4.20,,,,,,61,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,
ChIJ_x546X77kT4RwlYqf7YV9Lk,,عيادة أفاق الخليج للحجامة والطب التكميلي,Clinics,,clinic;healthcare;doctor,,"Al Amarat, Oman",Muscat,Oman,23.468395,58.476109,https://www.google.com/maps/place/?q=place_id:ChIJ_x546X77kT4RwlYqf7YV9Lk,https://www.google.com/maps/place/?q=place_id:ChIJ_x546X77kT4RwlYqf7YV9Lk,+968 9336 3094,https://www.google.com/maps/place/?q=place_id:ChIJ_x546X77kT4RwlYqf7YV9Lk,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://lh3.googleusercontent.com/p/AF1QipMaPJQA6Dp4Xu1xPK-NJvxwtkHBPXosy7l0E3u4=w900-h900-p-k-no,,,,,★★★★★ · Doctor,★★★★★ · Doctor,,,,,,5.00,,,,,,1,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,
ChIJfwR208b5kT4RneQeoKblrzI,,عيادة الأيمان لطب الأسنان,Clinics,,clinic;healthcare;doctor,,"HGQM+CW4, Muscat, Oman",Muscat,Oman,23.588500,58.534830,https://www.google.com/maps/place/?q=place_id:ChIJfwR208b5kT4RneQeoKblrzI,https://www.google.com/maps/place/?q=place_id:ChIJfwR208b5kT4RneQeoKblrzI,+968 24 834113,https://www.google.com/maps/place/?q=place_id:ChIJfwR208b5kT4RneQeoKblrzI,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=nDS-QM0BL9NEnUzcSrQzdQ&cb_client=search.gws-prod.gps&w=900&h=900&yaw=34.486706&pitch=0&thumbfov=100,,,,,★★★★★ · Doctor,★★★★★ · Doctor,,,,,,4.50,,,,,,4,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,
ChIJbUSe95_ljT4RdXL0Hy32_0o,i-pediatrician,عيادة الاطفال I د.أيسر السعد Pediatrician,Clinics,,clinic;healthcare;doctor,,"J4XP+932, Seeb, Oman",Muscat,Oman,23.648351,58.135173,https://www.google.com/maps/place/?q=place_id:ChIJbUSe95_ljT4RdXL0Hy32_0o,https://www.google.com/maps/place/?q=place_id:ChIJbUSe95_ljT4RdXL0Hy32_0o,+968 9109 4380,https://www.google.com/maps/place/?q=place_id:ChIJbUSe95_ljT4RdXL0Hy32_0o,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://lh3.googleusercontent.com/p/AF1QipMdEhYfgWUjvvIOBqaVxulXWV_bztbQrbvFNr2A=w900-h900-p-k-no,,,,,★★★★★ · Pediatrician,★★★★★ · Pediatrician,,,,,,5.00,,,,,,2,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,
ChIJlVMfPgD9jT4Rro6-tzHjJ1s,eye-clinic-in-military-polyclinic,عيادة العيون بالمجمع الطبي العسكري Eye Clinic in Military Polyclinic,Clinics,,clinic;healthcare;doctor,,"H6G4+M8H, Seeb, Oman",Muscat,Oman,23.576821,58.205578,https://www.google.com/maps/place/?q=place_id:ChIJlVMfPgD9jT4Rro6-tzHjJ1s,https://www.google.com/maps/place/?q=place_id:ChIJlVMfPgD9jT4Rro6-tzHjJ1s,,https://www.google.com/maps/place/?q=place_id:ChIJlVMfPgD9jT4Rro6-tzHjJ1s,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://maps.google.com/maps/api/staticmap?center=23.5768208%2C58.2055781&zoom=16&size=900x900&language=en&markers=23.5768208%2C58.2055781&sensor=false&client=google-maps-frontend&signature=_cYG-34ad_L9vyiFz_VAuC1LsfQ,,,,,Ophthalmologist,Ophthalmologist,,,,,,,,,,,,,,,2025-10-04,,,,,,,,,,,,,,,,,,,,
ChIJJ7rlh-P9jT4R7fhoim6Wyq0,,عيادة د.يحيى الوهيبي للبيطره,Clinics,,clinic;healthcare;doctor,,"J6GJ+RJF, Seeb, Oman",Muscat,Oman,23.627056,58.231536,https://www.google.com/maps/place/?q=place_id:ChIJJ7rlh-P9jT4R7fhoim6Wyq0,https://www.google.com/maps/place/?q=place_id:ChIJJ7rlh-P9jT4R7fhoim6Wyq0,+968 9944 0577,https://www.google.com/maps/place/?q=place_id:ChIJJ7rlh-P9jT4R7fhoim6Wyq0,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3cwoF1KzVQsksCycvM0Ybg&cb_client=search.gws-prod.gps&w=900&h=900&yaw=281.7745&pitch=0&thumbfov=100,,,,,★★★★★ · Doctor,★★★★★ · Doctor,,,,,,5.00,,,,,,1,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,
ChIJ4wg15h39jT4RAiuwKyukuBs,,عيادة سحر الابتسامة لطب الأسنان,Clinics,,clinic;healthcare;doctor,,"شارع الخوض التجاري، السيب، أعلى صيدلية طيبة الطابق الثالث، Sib, Oman",Muscat,Oman,23.638726,58.203237,https://www.google.com/maps/place/?q=place_id:ChIJ4wg15h39jT4RAiuwKyukuBs,https://www.google.com/maps/place/?q=place_id:ChIJ4wg15h39jT4RAiuwKyukuBs,+968 9192 8582,https://www.google.com/maps/place/?q=place_id:ChIJ4wg15h39jT4RAiuwKyukuBs,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://lh3.googleusercontent.com/p/AF1QipMY8WESezLgJ4hgla4LVFlDAVtDR1EgxhbjVeuI=w900-h900-p-k-no,,,,,★★★★★ · Cosmetic dentist,★★★★★ · Cosmetic dentist,,,,,,4.90,,,,,,346,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,
ChIJ6SLM1bj7kT4RTHyrd-IKgt0,secret-smile-dental-clinic,عيادة سر الإبتسامة للأسنان Secret Smile Dental Clinic,Clinics,,clinic;healthcare;doctor,,"6، Al Amarat, Oman",Muscat,Oman,23.472761,58.478537,https://www.google.com/maps/place/?q=place_id:ChIJ6SLM1bj7kT4RTHyrd-IKgt0,https://www.google.com/maps/place/?q=place_id:ChIJ6SLM1bj7kT4RTHyrd-IKgt0,+968 9193 0902,https://www.google.com/maps/place/?q=place_id:ChIJ6SLM1bj7kT4RTHyrd-IKgt0,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npMFAfoHMWq9mC0q-Gk-W6a-21GW0oAT0HwS-PKFWhj_y7dOGBKzTFqGd_c-gHmqnK5fDluToKl7eEZgxCh64Luj3V-IdUCWX7_ruN4TKpCN7UWBenchOvrgObbCiEDPWJ2sEKdC91C3Jk=w900-h900-p-k-no,,,,,★★★★☆ · Doctor,★★★★☆ · Doctor,,,,,,4.30,,,,,,39,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,
ChIJGfdSWxf9jT4RdG5uzNREXMU,,عيادة مسك للاسنان,Clinics,,clinic;healthcare;doctor,,"Seeb, Oman",Muscat,Oman,23.606117,58.216741,https://www.google.com/maps/place/?q=place_id:ChIJGfdSWxf9jT4RdG5uzNREXMU,https://www.google.com/maps/place/?q=place_id:ChIJGfdSWxf9jT4RdG5uzNREXMU,+968 9401 0418,https://www.google.com/maps/place/?q=place_id:ChIJGfdSWxf9jT4RdG5uzNREXMU,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vt5HYA_8vR-K9aeESwtaZg&cb_client=search.gws-prod.gps&w=900&h=900&yaw=322.59067&pitch=0&thumbfov=100,,,,,★★★★★ · Doctor,★★★★★ · Doctor,,,,,,5.00,,,,,,1,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,
ChIJpZ4eXUABjj4RRZg20H7CxBU,,مجمع البشرى للتخصصات الطبية,Clinics,,clinic;healthcare;doctor,,"H9W9+CGW, Muscat, Oman",Muscat,Oman,23.596115,58.368838,https://www.google.com/maps/place/?q=place_id:ChIJpZ4eXUABjj4RRZg20H7CxBU,https://www.google.com/maps/place/?q=place_id:ChIJpZ4eXUABjj4RRZg20H7CxBU,,https://www.google.com/maps/place/?q=place_id:ChIJpZ4eXUABjj4RRZg20H7CxBU,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zRa5iQ4APdFOwK5rVj7NYw&cb_client=search.gws-prod.gps&w=900&h=900&yaw=313.63095&pitch=0&thumbfov=100,,,,,★★★★★ · Obstetrician-gynecologist,★★★★★ · Obstetrician-gynecologist,,,,,,5.00,,,,,,2,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,
ChIJ6SL7OA4Ajj4RmUaUU_0OX1I,al-bushra-medical-specialty-complex,مجمع البشرى للتخصصات الطبية Al-Bushra Medical Specialty Complex,Clinics,,clinic;healthcare;doctor,,"280 MUSCAT OM، Muscat 133, Oman",Muscat,Oman,23.597173,58.356736,https://www.google.com/maps/place/?q=place_id:ChIJ6SL7OA4Ajj4RmUaUU_0OX1I,https://sfc-oman.com/,+968 24 496419,https://sfc-oman.com/,https://www.google.com/s2/favicons?domain=sfc-oman.com&sz=128,https://sfc-oman.com/wp-content/uploads/2025/09/1-1-1.webp,,,,,"Al-Bushra Medical Specialty Complex is a leading IVF Treatment center in Muscat, Oman. Best Fertility Treatment Clinic in Muscat, Oman for Gynecology","Al-Bushra Medical Specialty Complex is a leading IVF Treatment center in Muscat, Oman. Best Fertility Treatment Clinic in Muscat, Oman for Gynecology Al-Bushra Medical Specialty Complex was initially known as (SFC) Specialty Fertility Center in 2010, later in October 2012 was renamed as Al-Bushra Medical Specialty Complex, with an identity as a full-fledged service in IVF (In Vitro Fertilization ) with our team of distinguished medical and paramedical staff with wide expertise in IVF and other various medical field.",,,pharmacy;lab;wheelchair access;specialties: Cosmetic;Dental;Dermatology;Ent;Gynecology;Lab;Orthodontics;Urology;languages: English,,,4.60,,,,,,270,Google,,2025-10-04,Cosmetic;Dental;Dermatology;Ent;Gynecology;Lab;Orthodontics;Urology,,,,,,Accredited,English,,https://sfc-oman.com/booking-request,,,,,Yes,Yes,,Yes,,
